,essay_id,essay_set,essay,final_score,clean_essay,char_count,word_count,sent_count,avg_word_len,spell_err_count,noun_count,adj_count,verb_count,adv_count
27,28,1,"Dear Newspaper, Computers are high tec and have expanded in an everyday thing. They play a big role in society. Computers have been improved to do many different things without them we would barely get any thing done. Although kids should start goind outside more, computers teaches kids new things, and it is useful. With computers kids are rarely going outside. A lot of our population of the are obese, including kids. Because of this they are staying inside and on their computer. Kids need to go outside evry once and while to get some fresh air and exercise. If they limit their time on the computer and do some active game it would be better for the child. Since computers are rapidly growing and adapting kids spend half of the day on it just stareing at the screen playing some flash game, like run escape. Instead of wasteing their time doing that they should go outside, take a walk just do something! Computers teaches kids new things. Google something like trees. You would get bunch of websites containg information about trees. Kids also play games, if they don't know it, some of the games they play are teaching them stuff, for an example, my little sister, goes on a site called nickeloden.com I see that right and it teaches her stuff she didn't know before. from those types of games it prepared her for kindergarden. Now a days more and more sites keep adapting and becoming known like bing. Computers are real useful. suppose you want to know whats goind on at work. So click your mouse on internet explorer and get your email. With computers, you could go on social networking sites, like facebook and connect with friends. You can also go on instant messageing site to talk to friends and see what there up to. For your entertainment you could play games. Remember though to not stay on too long. Computers are big deal in our community. Life would be very difficult without them. But remember not to stay on too long! Although kids should start going outside, computers, teaches kids new things, and is useful.",7,Dear Newspaper  Computers high tec expanded everyday thing  They play big role society  Computers improved many different things without would barely get thing done  Although kids start goind outside  computers teaches kids new things  useful  With computers kids rarely going outside  A lot population obese  including kids  Because staying inside computer  Kids need go outside evry get fresh air exercise  If limit time computer active game would better child  Since computers rapidly growing adapting kids spend half day stareing screen playing flash game  like run escape  Instead wasteing time go outside  take walk something  Computers teaches kids new things  Google something like trees  You would get bunch websites containg information trees  Kids also play games  nt know  games play teaching stuff  example  little sister  goes site called nickelodencom I see right teaches stuff nt know  types games prepared kindergarden  Now days sites keep adapting becoming known like bing  Computers real useful  suppose want know whats goind work  So click mouse internet explorer get email  With computers  could go social networking sites  like facebook connect friends  You also go instant messageing site talk friends see  For entertainment could play games  Remember though stay long  Computers big deal community  Life would difficult without  But remember stay long  Although kids start going outside  computers  teaches kids new things  useful ,1630,362,28,4.502762430939226,30,94,74,33,20
28,29,1,"Dear local newspaper, people throughout the world use, or own computers. Although there are people who think computers are good for you, others could say different. While you are on the computer you can become more socal by talking with friends or family. Also, while you are on the computer you not notice it but; your hand-eye coordination is improving, and finally, you are able to search with a click of a button, instead of searching your topic through dozens of books. Computers have very benefits. One being chating, or talking online to friends, and family. You have a distant friend that you haven't talked to in a while. With a computre you are able to re connect with your buddy. If you have an acount that is safe to chat on, you be able to make new friends. That would be good for you, socally. It is always good to have friends, and stay in touch with family. Some people find it hard to play a piano because they cannot look at the music and have their hands be doing something else. On a computre your hand-eye-coordination improves over time because, you are searching a topic as your hands are typing. Also, this is a great memory excirsise for your fingers. You eventually memorize where all of the keys are located. People without computres have to search through books to find information on their topic. Others with computers, just have to type in their topic and all the information they need is right infront of them. You are able to see pictures of your topic or even video's! Not books that I know, can search a topic, show you pictures, and videos of it with one resource! people debate the fact if computres are good for you or not. If you ask me, computres are great for people. It allows people to be socal, and talk to old friends; it also improves your hand-eye coordination, and finally; it gives you the option to search a topic without all the hastle of searching through dozens of books. So now the question is up to you; are computers good for people, or not?",7,Dear local newspaper  people throughout world use  computers  Although people think computers good  others could say different  While computer become socal talking friends family  Also  computer notice  handeye coordination improving  finally  able search click button  instead searching topic dozens books  Computers benefits  One chating  talking online friends  family  You distant friend nt talked  With computre able connect buddy  If acount safe chat  able make new friends  That would good  socally  It always good friends  stay touch family  Some people find hard play piano look music hands something else  On computre handeyecoordination improves time  searching topic hands typing  Also  great memory excirsise fingers  You eventually memorize keys located  People without computres search books find information topic  Others computers  type topic information need right infront  You able see pictures topic even video s  Not books I know  search topic  show pictures  videos one resource  people debate fact computres good  If ask  computres great people  It allows people socal  talk old friends  also improves handeye coordination  finally  gives option search topic without hastle searching dozens books  So question  computers good people  ,1580,369,23,4.281842818428184,20,88,73,23,22
29,30,1,"Dear Newspaper People, I think that computers do benefit society for a few reasons. Computers make work easier they can do things people can't like solve difficult problems, and kids like playing games on them. Computers make work easier and neater. Typing is often faster than writing, and is always easier to read. Studies have also shown that people who use computers to do work finish faster and have up to more free time to do whatever they want. Computers also have e-mail, which allows you to send work that you have done to your boss without printing it and wasting paper. Computers can solve difficult problems that people either can't do, or don't want to waste their time doing. If you need to solve a math problem you use a calculated or a computer. So you don't have to figure it out yourself. I have to do a lot of math problems for homework and I think it is much easier to use a calculator. My last reason why computers are good is that kids like playing games on them. A lot of people say that kids shouldn't play computer games but some of them are educational. Even non-educational games help kids to have fun and have something to look forward to after their work is done. of kids say that they are happier when they have something fun to look forward to, and happier kids do better work. I hope that after reading this you will understand how much computers contribute to society.",6,Dear Newspaper People  I think computers benefit society reasons  Computers make work easier things people ca nt like solve difficult problems  kids like playing games  Computers make work easier neater  Typing often faster writing  always easier read  Studies also shown people use computers work finish faster free time whatever want  Computers also email  allows send work done boss without printing wasting paper  Computers solve difficult problems people either ca nt  nt want waste time  If need solve math problem use calculated computer  So nt figure  I lot math problems homework I think much easier use calculator  My last reason computers good kids like playing games  A lot people say kids nt play computer games educational  Even noneducational games help kids fun something look forward work done  kids say happier something fun look forward  happier kids better work  I hope reading understand much computers contribute society ,1119,262,15,4.270992366412214,11,61,70,20,13
30,31,1,"I agree that computers deffinately are an advantage to our society. I think this because they help us communicate and video chat with family and friends online, used as a great tool with school work, or work purposes. Most of all for the enjoyment of children and now the fun computer games help them prepare for real life consequences,like how the game webkinz teaches kids to care for pets. ""@CAPS1 you have a my ""@CAPS6, please friend request me"", I replied. Later that night, I get home and check my a new notification pops up and I am now friends with my My entire family is on and I think it's so usefull for several reasons, like making plans and parties. I hate writing invitations, but now every year for my birthday party I just type them up, taking less than five minutes. Or, for an even simpler way of sending invatations you can even just type an email or message. In fact, I just got invited to a party yesterday over It's so easy, you just create an event and tag all of your friends in the note. Also, it's so easy to get because you automatically get notified. Technology like this drastically makes life easier. For example, have you ever gotten something new and just can't wait to show your friends? Well, now you can, in the comfort of your own home. All you need is a webcam and you can instantly connect with one of your friends that have one too. ""@CAPS14, I love what you've done to your room, the pink wallpaper is so cute!"" I said. ""@CAPS15 you! I love your hair today. It's so pretty,"" says I love webcamming with my friends because you can see and hear them as if they were in the same exact you. As you can see, webcamming is so much easier than spending more time money, and my moms time and getting a ride over her house. Computers make life so much more convienent. Another example how this is so much easier is now computers help you with school work. Have you ever had to write a report? Well, now many times teachers especially enjoy them typed because many students have messy hand writing and most kids won't like writing it anyways. Like myself, I type faster than I write and that's why I agree that computers benefit society. Most importantly, computers can help you find a good job online and even help type a great resume for you. How impressive would that be? If I was applying for a professional position of a job, I know I'll type my resume. In conclusion, that's how computers are so helpful, beneficial, important and fun to our society.",8,I agree computers deffinately advantage society  I think help us communicate video chat family friends online  used great tool school work  work purposes  Most enjoyment children fun computer games help prepare real life consequences  like game webkinz teaches kids care pets    CAPS   CAPS  please friend request   I replied  Later night  I get home check new notification pops I friends My entire family I think s usefull several reasons  like making plans parties  I hate writing invitations  every year birthday party I type  taking less five minutes  Or  even simpler way sending invatations even type email message  In fact  I got invited party yesterday It s easy  create event tag friends note  Also  s easy get automatically get notified  Technology like drastically makes life easier  For example  ever gotten something new ca nt wait show friends  Well   comfort home  All need webcam instantly connect one friends one    CAPS  I love ve done room  pink wallpaper cute   I said    CAPS  I love hair today  It s pretty   says I love webcamming friends see hear exact  As see  webcamming much easier spending time money  moms time getting ride house  Computers make life much convienent  Another example much easier computers help school work  Have ever write report  Well  many times teachers especially enjoy typed many students messy hand writing kids wo nt like writing anyways  Like  I type faster I write s I agree computers benefit society  Most importantly  computers help find good job online even help type great resume  How impressive would  If I applying professional position job  I know I ll type resume  In conclusion  s computers helpful  beneficial  important fun society ,1952,469,28,4.162046908315565,20,103,92,38,39
31,32,1,"Dear Local Newspaper, name is and I am a citizen. I believe that computers do NOT benefit society of all! In opinion, they make our town worse. People spend way too much time on their computers and less time exercising, enjoying nature, and interacting with family and friends. All of these things are computers are doing to our society and it's time to make a stop to it! First of all, people are on the computer way too much. Teens are on social networking sites, adults are on chatrooms, and kids are playing computer games. Instead of that, people should be playing outside, or going for a walk in the park. Did you know that of adults are overweight? If people cut back the amount of time indoors, we could probably bring that number way down. Also, who knows teens are doing on the computer. Computers have good things but they can also be bad. For example, chatrooms who knows kind of people are in chatrooms. Children need to be careful about they say or show on the internet. Instead of playing games or talking to their boyfriends and girlfriends, teens should go outside and exercise. Second, more citizens need to enjoy nature and the beautiful senery around them. Were all so busy running to check our e-mail, we don't notice a beautiful day it is outside. On a nice or day, people should take this kids to a local park or pond. This reminds me of last when I went to cousins house. aunt only allowed us to watch one hour as a day, that included the computer. We were outside every single day, even if we were just staring into the clouds. This kept us active and enjoy the environment. last reason why computers are badly affecting society is that computers take time away from interacting with family and friends. I know your thinking, when your on the computer you are talking to family and friends, but it isn't the same. Instead of instant messaging call them. Maybe even invite them our to talk face to face. That reminds me of sister. When I get home, she will normally be on Now, instead of getting up and coming to talk to me she will text me ""@CAPS3's up?"" or ""@CAPS4 was your day?"" Computers help people communicate, but they also take communication away. As you can see, I have given you three reasons why I strongly believe computers are badly Not only but everywhere! You need to open your eyes and understand that people spend way too much time on computers, they allow people to not enjoy nature, or interact with their families. Please I'm asking you to understand that our society will crash it we don't fix this issue. So are you going to do about it?",8,Dear Local Newspaper  name I citizen  I believe computers NOT benefit society  In opinion  make town worse  People spend way much time computers less time exercising  enjoying nature  interacting family friends  All things computers society s time make stop  First  people computer way much  Teens social networking sites  adults chatrooms  kids playing computer games  Instead  people playing outside  going walk park  Did know adults overweight  If people cut back amount time indoors  could probably bring number way  Also  knows teens computer  Computers good things also bad  For example  chatrooms knows kind people chatrooms  Children need careful say show internet  Instead playing games talking boyfriends girlfriends  teens go outside exercise  Second  citizens need enjoy nature beautiful senery around  Were busy running check email  nt notice beautiful day outside  On nice day  people take kids local park pond  This reminds last I went cousins house  aunt allowed us watch one hour day  included computer  We outside every single day  even staring clouds  This kept us active enjoy environment  last reason computers badly affecting society computers take time away interacting family friends  I know thinking  computer talking family friends  nt  Instead instant messaging call  Maybe even invite talk face face  That reminds sister  When I get home  normally Now  instead getting coming talk text   CAPS s     CAPS day   Computers help people communicate  also take communication away  As see  I given three reasons I strongly believe computers badly Not everywhere  You need open eyes understand people spend way much time computers  allow people enjoy nature  interact families  Please I m asking understand society crash nt fix issue  So going ,2041,477,34,4.278825995807128,16,118,102,28,33
32,33,1,"Dear, I think the effects that computers do on people are really positive. Computers can be used for all sorts of things. Examples like finding things out about history. People that changed the world and other information. Computers give the power for children to learn. For example, their are lots of websites that offer online tutoring or good ways to help you pass school. Other positive way is online dateing sites. You can meet new people and is a good way to make life even better. Popular sites like and so on make a good way to keep in touch with friends from your past, or even make new ones. But the most that I think thats the best in my opinion is going to school online. Once your done with colloge and you are a nuse, for an example you can get a higher degree like a registered nurse then being a I think computers has a positive effect on people.",4,Dear  I think effects computers people really positive  Computers used sorts things  Examples like finding things history  People changed world information  Computers give power children learn  For example  lots websites offer online tutoring good ways help pass school  Other positive way online dateing sites  You meet new people good way make life even better  Popular sites like make good way keep touch friends past  even make new ones  But I think thats best opinion going school online  Once done colloge nuse  example get higher degree like registered nurse I think computers positive effect people ,686,162,11,4.234567901234568,5,43,30,16,9
33,34,1,"Dear is a rumor going around saying that computers are a negitive affect in a childs life. I disagree. A computer can help a kid in so many ways, it can help students with homework, let students talk to friends, and help with school projects. And besides, most kids don't don't stay on the computer very long anyways. Homeworks, it's a big role in school, if you don't do it or worse don't get it can you down. That's why computers have websites that help a child learn how do do a problem or a social studies question if they don't know. If you go to the school web page then theres a link that brings you in a math games. Theres even a to a science website. This helps a child so they don't get stressed out over homework. A computer also helps a students interact with friends. A social life is very important to a grater. This is where a computer can have aim, facebook, and even myspace help a kid impact with friends. If a kid got into a fight at school can come home and to work it out and not leave it unseatled. A computer also new friends from other towns. Teens need to and make new friesnd will helps as in life. If a teen helps with a then they can ask a for help. Every student gets a take home project at social point in the time of running out to the store to buy paper and pencils. you can stay home, have money and typee the essay. Computers can help with a social studies or a science project. You can print pictures and find information. Drawing can be a hastle and messy, so it saves time and the mess. If are words you dont understandd then you can look them out. Computers are and best way to do a project. Computers, everyone uses them, they help our parents just as much as uss. They help us with homework, let us talk to friends, and even help us do our projects! Computers are one of the best technology we have",6,Dear rumor going around saying computers negitive affect childs life  I disagree  A computer help kid many ways  help students homework  let students talk friends  help school projects  And besides  kids nt nt stay computer long anyways  Homeworks  s big role school  nt worse nt get  That s computers websites help child learn problem social studies question nt know  If go school web page theres link brings math games  Theres even science website  This helps child nt get stressed homework  A computer also helps students interact friends  A social life important grater  This computer aim  facebook  even myspace help kid impact friends  If kid got fight school come home work leave unseatled  A computer also new friends towns  Teens need make new friesnd helps life  If teen helps ask help  Every student gets take home project social point time running store buy paper pencils  stay home  money typee essay  Computers help social studies science project  You print pictures find information  Drawing hastle messy  saves time mess  If words dont understandd look  Computers best way project  Computers  everyone uses  help parents much uss  They help us homework  let us talk friends  even help us projects  Computers one best technology,1435,365,26,3.9315068493150687,22,100,69,25,21
34,35,1,"Dear I think computers have a positive effect on people. Where would we be without them? Computers teach hand-eye coordination, give people the ability to learn about any subject they want, and allow people to communicate with each other, no matter how far away. Obviously, computers are beneficial. I think computers have a positive effect on people. They teach hand-eye coordination, as I said earlier. I know people say that where you are on be computer, you spend less time exercising, but the computers help you with you throwing skills. Hand ey coordination also applies for if you want to be a surgeon/doctor. You need to have steady hands. What we ready to do whatever is needed. See, they do have a positive effect. I think computers have a positive effect on people. They give people the ability to learn about anything they want on the internet. Say you want to be an engineer when you grow up, you might want to learn anything and everything you can to be successful later on in that carer. What about a doctor, you would want to know how many years of college and med school are required to get your medical degree. A computer helps you learn about those things. It can also teach you about tons of other things. Again, how could they not be positive. I think computers have a positive effect on people. Another thing they can do out of a hundred others is let you communicate with other people no matter how far away. Mail can so my where with enough, yes, but is free and gets there in less than a minutes where mail can lake weeks to go far. For example, what if you came from another country. You wouldn't want to lose touch with people you grew-up with. With a computer, you could use skype to see now new the person. Talking on the phone or mailing doesn't even compare to that. You could never lose touch! Computers help people do all kinds of things. I conclusion, computers have a positive effect on people. They teach hand-eye coordination, give people the ability to learn about any subject they want, and allow people to communicate with each other, no matter how far away. There are no bad reason that could top any of these. They make sense. So, what do you think? Do you think they are good for us, or do we need less computers?",7,Dear I think computers positive effect people  Where would without  Computers teach handeye coordination  give people ability learn subject want  allow people communicate  matter far away  Obviously  computers beneficial  I think computers positive effect people  They teach handeye coordination  I said earlier  I know people say computer  spend less time exercising  computers help throwing skills  Hand ey coordination also applies want surgeondoctor  You need steady hands  What ready whatever needed  See  positive effect  I think computers positive effect people  They give people ability learn anything want internet  Say want engineer grow  might want learn anything everything successful later carer  What doctor  would want know many years college med school required get medical degree  A computer helps learn things  It also teach tons things  Again  could positive  I think computers positive effect people  Another thing hundred others let communicate people matter far away  Mail enough  yes  free gets less minutes mail lake weeks go far  For example  came another country  You would nt want lose touch people grewup  With computer  could use skype see new person  Talking phone mailing nt even compare  You could never lose touch  Computers help people kinds things  I conclusion  computers positive effect people  They teach handeye coordination  give people ability learn subject want  allow people communicate  matter far away  There bad reason could top  They make sense  So  think  Do think good us  need less computers ,1786,417,33,4.2829736211031175,8,91,94,31,21
35,36,1,"Dear Have you ever wondered what effect computers have on people? It is a very negative effect. Computers are one of the main reasons of why kids do not exercise and become obese, it can effect students' grades, and by being on the you are isolating yourself from your loved ones. First of all, more and more kids are using computers way more often than they should. The result of this, you ask? Since computers are used daily, especially by young adolescents, it is likely for that child to become obese. Researches from well-known colleges, such as and discovered that of kids who spend more than two hours on the are obese or will become heavier when they are older. After speaking with graduate from he told me that when children spend more time on the they are doing nothing but staring at a bright screen that can damage their eyes, and not spending their time outside enjoying the beautiful weather. As a consequence, kids start to gain body fat from sitting on a coach staring at the all day instead of exercising! My second reason of why computers are a negative effects on kids is that it can harm your grades! After I spoke with a current student at she told me that the reason why her grades drop is because she is too busy on etc. She does not focus on her work like she should and because she doesn't, her grades go from to low This shows that even ""A"" students are getting bad grades from being on the Additionally, from being on the so much and not paying attention at work, it can effect your best grades on the This shows that by always going on the you hurt your academic skills. My last and final reason of why computers have a negative effect on children is because it harms your social skills of being on outgoing, talkative individual! Everytime you log into that death trap device, your selfesteem becomes lower because you never talk to friends or call them. You just sit on a hard chair, looking at an electronics device that is going to take you no where in life. Also, you are pushing your loved ones away by being on You will end up never spend time with them and you will never call your friends to see what they are up to if you keep on going on the Furthermore, if your mom or dad tells you to get off your you become cranky and rude to your family just becuase you want to go back on your favorite electronic device. Do you really want to act that way to your family? So, in summing up, computers are a negative effect on many young individuals, and the reasons for this are that you have less time to exercise, it harms your grades, and you are not able to be as interactive with people by being on the The real question is, though, is do you think computers have a negative or positive effect on people?",8,Dear Have ever wondered effect computers people  It negative effect  Computers one main reasons kids exercise become obese  effect students  grades  isolating loved ones  First  kids using computers way often  The result  ask  Since computers used daily  especially young adolescents  likely child become obese  Researches wellknown colleges  discovered kids spend two hours obese become heavier older  After speaking graduate told children spend time nothing staring bright screen damage eyes  spending time outside enjoying beautiful weather  As consequence  kids start gain body fat sitting coach staring day instead exercising  My second reason computers negative effects kids harm grades  After I spoke current student told reason grades drop busy etc  She focus work like nt  grades go low This shows even  A  students getting bad grades Additionally  much paying attention work  effect best grades This shows always going hurt academic skills  My last final reason computers negative effect children harms social skills outgoing  talkative individual  Everytime log death trap device  selfesteem becomes lower never talk friends call  You sit hard chair  looking electronics device going take life  Also  pushing loved ones away You end never spend time never call friends see keep going Furthermore  mom dad tells get become cranky rude family becuase want go back favorite electronic device  Do really want act way family  So  summing  computers negative effect many young individuals  reasons less time exercise  harms grades  able interactive people The real question  though  think computers negative positive effect people ,2179,515,18,4.231067961165048,16,96,105,46,31
36,37,1,"Dear has been brought to my attention that some people feel that computers are bad for us. Some people say that they are a distraction to our physicaland mental health. Although I can see how some people would think this, I believe that computers are a good benifit to all society. I believe this because computers can help people learn, stay intach with friends or family that live faraway, and stay orginized. Sometimes people are on the computer, learning and they don't even know Simply by visiting the homepage, you automaticly see the news feeds of things happening around the world. Other times people go online diliberatly to learn. If someone is thinking about going to then they would probably go on the internet to learn about Simply by searching equadore many choices will pop up you climate, sesonal weather, hotel options, and other farts. But thats not the only way people are learning on the internet. Now, many college students have the option of taking their lessons online. This is because some students like calm quietness or own house the distractions of sitting in class. Friends could be a big distraction in class, but how can you stay intouch with your friends if they moved away? I remember in second grade my bestfriend, move away. I was so sad. I badey ever talked to her, but then one day our parents set us up on a vidio chat! I felt like I was right their with her! This was great, and I though about how many people could use this to talk to relatives or friends. Another great way to stay intouch into friends and family is through e-mail. By writing a message and sending can make staying in touch so easey, and your personal wants can chat and emails are a easey thing to send world wide. So many people love to type on a keyboard as well, but so many different papers that you type could be lost. I, for me, hate clutter, and I have so many school binders for papers to be lost in. This is why I take great advantage of typing my paper every chance I get. My computer keeps me orginiced because I could never loose my work. File save, is an idiot proof way to keep all your files in a safe place. Then all you have to do is press print to get a hard copy. I am sure that many people love using their computer for the same reason. Also, I myself am a much faster typer than I am writer so my work is a lot needey on the computer. As you can see their are plenty of reasons why using a computer is goof for our society you can learn, stay intouch with friends and family, and stay orginiced. Many people, could agree with me. Don't you?",10,Dear brought attention people feel computers bad us  Some people say distraction physicaland mental health  Although I see people would think  I believe computers good benifit society  I believe computers help people learn  stay intach friends family live faraway  stay orginized  Sometimes people computer  learning nt even know Simply visiting homepage  automaticly see news feeds things happening around world  Other times people go online diliberatly learn  If someone thinking going would probably go internet learn Simply searching equadore many choices pop climate  sesonal weather  hotel options  farts  But thats way people learning internet  Now  many college students option taking lessons online  This students like calm quietness house distractions sitting class  Friends could big distraction class  stay intouch friends moved away  I remember second grade bestfriend  move away  I sad  I badey ever talked  one day parents set us vidio chat  I felt like I right  This great  I though many people could use talk relatives friends  Another great way stay intouch friends family email  By writing message sending make staying touch easey  personal wants chat emails easey thing send world wide  So many people love type keyboard well  many different papers type could lost  I   hate clutter  I many school binders papers lost  This I take great advantage typing paper every chance I get  My computer keeps orginiced I could never loose work  File save  idiot proof way keep files safe place  Then press print get hard copy  I sure many people love using computer reason  Also  I much faster typer I writer work lot needey computer  As see plenty reasons using computer goof society learn  stay intouch friends family  stay orginiced  Many people  could agree  Do nt ,2036,483,29,4.215320910973085,32,109,102,45,25
37,38,1,"Dear local Newspaper, in the society we live in, more and more people are using computer including me. The computor in my opinion has to be one of the best inventions ever. The bad part is that these ""exports"" think spending time on the computer is a bad idea when they fail to see the good in computers. Student can use computers to get information on almost about anything, you could use computer to talk to friend and family members, and you confuse it as a navigator to find directions to a certain location if you cant find your way or if your lost. One of the best things about computers is that you can find various amounts of information. That opition is useful for children that attend school , looking to find information for a certain project they need to finish. You can also use the information on the computer to study if your textbook isnt doing you only good. Also if a student is looking for a job in their local area they look on the internet for jobs needing employees. Computers also can be used for communication. You could have a long lost realtive you havent spoken to in a while, you can easily find him on the internet. Online communicating is also good for chatting with schoolmates if you forgot the homework or need help with homework. Im not a big fan of this but online chatting can be use for online dating if your to lazy to go out. One of my favorite options on the computer is that you can use it to navigate a certain location you want to go to. Lets just say you forgot where a relatives house is you can easily type in your address and his address and easily get directions. You can use this method for almost anywhere you want to go. If this did not convince you that that a computer is a great piece of technology, then your crazy. The computers is like a magical box that can be used for anything so I advice you get one.",6,Dear local Newspaper  society live  people using computer including  The computor opinion one best inventions ever  The bad part  exports  think spending time computer bad idea fail see good computers  Student use computers get information almost anything  could use computer talk friend family members  confuse navigator find directions certain location cant find way lost  One best things computers find various amounts information  That opition useful children attend school  looking find information certain project need finish  You also use information computer study textbook isnt good  Also student looking job local area look internet jobs needing employees  Computers also used communication  You could long lost realtive havent spoken  easily find internet  Online communicating also good chatting schoolmates forgot homework need help homework  Im big fan online chatting use online dating lazy go  One favorite options computer use navigate certain location want go  Lets say forgot relatives house easily type address address easily get directions  You use method almost anywhere want go  If convince computer great piece technology  crazy  The computers like magical box used anything I advice get one ,1484,351,17,4.227920227920228,11,77,71,23,18
38,39,1,"Dear local Newspaper A lot more people uses computers daily but not everyone agrees that it benefits society. Those people who supports advsnces in technology believe that computers have a positive effect on the people and I agree on some circumstances but looking at the situation cleary I dont agree due to the fact that its better not spending to much time on the computers. First because its way better excercising, enjoying nature and lastly interacting with family. why I dont agree that people should be in ther computer more their doing things better in life. First, becacuse it's useful to exercise. Talking a walk around the nieghborhood of just going for a hike with people you know. Even better going to the gym its such a better way to spend your evening instead sitting infront of a computer doing nothing but to look at a screen all day and plus exercising makes you stay in perfect fit, healthy and strong for as long as you live. A computer can just kill you not in reality but sitting all day only on the computer eating when you feel like it and no exercise that is whats going to kill you and make you become so lazy to do nothing. I know nobody would want that for sure. enjoy nature live life the way it needs to. Gods creations of nature is the must beautiful thing in this world dont let it go all to waist. Jump off a waterfall or go to the park let the wind hit your face. Make imaginations become real and just enjoy what natures about. Third and last, interact with your family and friends. Spend time with them and watch movies or any sports channels. Go with them for some ice cream. Dont let them feel left out or unloved. The mall is a great way to spend time with your friends or family also going to water parks like six flag or lake compound of place like nomads or chuckie cheese its a great way places to spend and interact with your family and friends it also can bring closer as well. This is why I think sitting infront of a computer screen all day, first its a waist of time when you go do some exercise or enjoy nature or lastly interact with your family and friends, why sitting infront of a computer as a waist of time and negative why to spend your days of living life. Technology holds you back from the real things in life. Thank you for reading my letter and hope you take it in consideration. Good day!",8,Dear local Newspaper A lot people uses computers daily everyone agrees benefits society  Those people supports advsnces technology believe computers positive effect people I agree circumstances looking situation cleary I dont agree due fact better spending much time computers  First way better excercising  enjoying nature lastly interacting family  I dont agree people ther computer things better life  First  becacuse s useful exercise  Talking walk around nieghborhood going hike people know  Even better going gym better way spend evening instead sitting infront computer nothing look screen day plus exercising makes stay perfect fit  healthy strong long live  A computer kill reality sitting day computer eating feel like exercise whats going kill make become lazy nothing  I know nobody would want sure  enjoy nature live life way needs  Gods creations nature must beautiful thing world dont let go waist  Jump waterfall go park let wind hit face  Make imaginations become real enjoy natures  Third last  interact family friends  Spend time watch movies sports channels  Go ice cream  Dont let feel left unloved  The mall great way spend time friends family also going water parks like six flag lake compound place like nomads chuckie cheese great way places spend interact family friends also bring closer well  This I think sitting infront computer screen day  first waist time go exercise enjoy nature lastly interact family friends  sitting infront computer waist time negative spend days living life  Technology holds back real things life  Thank reading letter hope take consideration  Good day ,1883,441,22,4.26984126984127,20,114,80,29,29
39,40,1,"Dear local newspaper, my name is I am and I go to naylor school. I am writing to you convince that computers have a positive effect on people. Please read the following reasons. Computers have a positive effect on people. Your able to communicate with people all over the world. When my brother goes on the computer he get's to talk to my family in I like to use skpye because when we talk to family in we use a webcam to keep in touch with my family. They teach hand eye coordination and help me in ping-pong. It help me wacth the ball in computer and I do the same in the wreak. You have lot's of access to different information, my mom found a job in the computer. Everybody have access to weather or news, Some say it's a lack of exercise. People get addicted to the computer. Some can get obese and mess with your love life. These are the reasons why I belive computers are good for society. This is why people should agree that advance in technology. Technology keeps on upgrading.",5,Dear local newspaper  name I I go naylor school  I writing convince computers positive effect people  Please read following reasons  Computers positive effect people  Your able communicate people world  When brother goes computer get s talk family I like use skpye talk family use webcam keep touch family  They teach hand eye coordination help pingpong  It help wacth ball computer I wreak  You lot s access different information  mom found job computer  Everybody access weather news  Some say s lack exercise  People get addicted computer  Some get obese mess love life  These reasons I belive computers good society  This people agree advance technology  Technology keeps upgrading ,780,190,15,4.105263157894737,11,52,42,10,0
40,41,1,I think computers are good because you can talk to your friends and family on the computers. People needs computers to look for a job. Some people spend to much time on the computers then on homework people need to stop.,0,I think computers good talk friends family computers  People needs computers look job  Some people spend much time computers homework people need stop ,177,41,3,4.317073170731708,0,12,8,2,1
41,42,1,Dear Computers have a negitive affect on people and their to connect with others because they always are on the computer and never outside. My first reason is that computers hurt your eyes after a long time sitting at them. People I know have complained of their eyes hurting after using the computer. Studys show taht of all people who use the computer after a long time are more likly to loose their eye sight than people who are outside all day. Another one of my reasons is people who are inside on electronics all day are less likly to have good people skills. If you don't have good people skills then you probibly wont have alot of friends and if you need them it would probibly be over the computer. And you never know what they could be like. Also if your inside all day then you will not get the proper excersize could be very bad you and others. My third and final reason is that people will makes fun of you if you sit inside all day don't come out because your on the computer. If you ar on the computer you are more likly to fail in school you don't do your homework or projects but instead your on the computer playing games. And your more likly to get into fights with your parents or guardians because your on the computer and they never see you or hear from you. Also they wont be able to go online and pay their bills witch could be bad for everyone. So these are just some of the reasons I think computers could be bad. Thank you.,6,Dear Computers negitive affect people connect others always computer never outside  My first reason computers hurt eyes long time sitting  People I know complained eyes hurting using computer  Studys show taht people use computer long time likly loose eye sight people outside day  Another one reasons people inside electronics day less likly good people skills  If nt good people skills probibly wont alot friends need would probibly computer  And never know could like  Also inside day get proper excersize could bad others  My third final reason people makes fun sit inside day nt come computer  If ar computer likly fail school nt homework projects instead computer playing games  And likly get fights parents guardians computer never see hear  Also wont able go online pay bills witch could bad everyone  So reasons I think computers could bad  Thank ,1156,281,14,4.1138790035587185,13,59,51,21,19
